,age,sex,income,height,city,education,children
70135,92,Female,33720,1.65,Phoenix,Master,3
70136,57,Female,45148,1.69,Los Angeles,PhD,2
70137,83,Male,83044,1.72,Los Angeles,No especificado,0
70138,29,Male,97898,1.85,Houston,Bachelor,1
70139,38,Female,55938,1.62,Los Angeles,No especificado,1
70140,58,Male,68314,1.61,Los Angeles,Bachelor,0
70141,60,Female,51630,1.6,Chicago,PhD,5
70142,37,Female,37007,1.65,Phoenix,Bachelor,3
70143,76,Female,40323,1.81,Chicago,Master,4
70144,54,Female,86169,1.8,New York,PhD,3
70145,57,Male,31687,1.57,Houston,No especificado,3
70146,67,Male,71099,1.78,Los Angeles,Bachelor,3
70148,38,Female,57068,1.89,New York,No especificado,1
70149,48,Male,32185,1.97,Phoenix,Master,0
70150,90,Male,36487,1.65,New York,Master,5
70151,17,Male,93032,1.98,Houston,Bachelor,1
70152,60,Female,75111,1.62,Los Angeles,PhD,4
70154,89,Male,83040,1.98,Chicago,PhD,4
70155,32,Female,73924,1.88,New York,Bachelor,0
70156,83,Female,23682,1.73,Chicago,No especificado,0
70157,82,Female,58323,1.8,Chicago,Bachelor,3
70158,82,Female,54230,1.9,New York,PhD,5
70159,14,Male,98129,1.63,New York,No especificado,2
70161,67,Female,39792,1.55,Phoenix,No especificado,5
70162,67,Male,56392,1.93,Houston,PhD,3
70163,14,Female,22494,1.77,New York,Master,3
70164,41,Male,53292,1.7,Chicago,Bachelor,0
70165,54,Male,98536,1.76,Los Angeles,Bachelor,2
70166,64,Female,76632,1.55,Houston,PhD,2
70167,42,Male,69047,1.79,Los Angeles,Bachelor,3
70168,37,Female,49465,1.69,Los Angeles,PhD,4
70169,16,Male,65333,1.57,New York,No especificado,1
70170,28,Female,54631,1.85,Los Angeles,No especificado,5
70171,43,Male,95560,1.54,Los Angeles,No especificado,4
70173,81,Female,96449,1.56,Chicago,Bachelor,2
70174,99,Male,76429,1.51,New York,Bachelor,0
70175,82,Female,79392,1.67,Chicago,PhD,3
70176,46,Male,27372,1.81,Chicago,PhD,2
70177,44,Male,77283,1.84,Houston,Bachelor,2
70178,85,Male,50013,1.65,New York,Bachelor,5
70179,57,Female,65304,1.77,New York,PhD,5
70181,59,Female,97741,1.76,Los Angeles,Bachelor,1
70182,82,Male,22658,1.76,Chicago,PhD,1
70183,4,Male,81061,1.9,Los Angeles,No especificado,5
70184,93,Male,77838,1.87,New York,Master,0
70185,59,Male,85536,1.77,Los Angeles,Bachelor,3
70186,77,Female,20116,1.56,New York,Bachelor,1
70187,93,Male,52191,1.83,New York,No especificado,5
70188,8,Male,86238,1.94,Chicago,No especificado,0
70189,61,Female,77906,1.86,Los Angeles,PhD,5
70190,57,Female,88886,1.77,Phoenix,No especificado,5
70191,83,Female,28601,1.6,Los Angeles,No especificado,1
70192,8,Male,92085,1.92,Chicago,No especificado,5
70193,40,Female,66672,1.82,Los Angeles,Bachelor,5
70194,81,Female,99069,1.98,Houston,PhD,2
70195,82,Female,85871,1.76,Chicago,Bachelor,0
70196,48,Male,97595,1.55,Chicago,No especificado,2
70197,44,Female,79476,1.53,New York,Master,2
70198,27,Male,86817,1.67,Chicago,No especificado,4
70199,4,Male,73620,1.93,Los Angeles,Master,5
70200,3,Male,80982,1.99,Houston,No especificado,3
70201,10,Female,38715,1.72,Phoenix,Master,3
70202,63,Male,42752,1.94,Chicago,PhD,3
70203,26,Male,61305,1.61,New York,Master,4
70204,14,Male,64899,1.82,Chicago,No especificado,3
70205,100,Male,36161,1.97,Chicago,Master,5
70206,34,Female,20332,1.78,Chicago,No especificado,1
70207,14,Female,63457,1.7,Los Angeles,Bachelor,5
70208,20,Female,65917,1.75,Los Angeles,Master,0
70209,61,Female,20374,1.81,Houston,Master,1
70210,23,Female,38076,1.65,Houston,Master,4
70211,45,Male,67075,1.66,Phoenix,No especificado,0
70212,76,Female,22572,1.87,Phoenix,No especificado,3
70213,23,Male,72540,1.58,Houston,Master,2
70214,14,Male,79810,1.5,Chicago,No especificado,3
70215,82,Male,98480,1.6,Houston,PhD,1
70216,24,Male,35851,2.0,Houston,Master,5
70217,74,Male,32249,1.72,Phoenix,No especificado,4
70218,81,Male,64112,1.9,New York,PhD,3
70219,71,Male,36736,1.67,Phoenix,PhD,0
70220,46,Male,67050,1.66,New York,PhD,4
70221,49,Male,63757,2.0,Houston,No especificado,0
70222,58,Male,47125,1.91,Phoenix,Bachelor,3
70223,89,Female,65906,1.53,New York,Bachelor,3
70224,17,Female,28404,1.97,Phoenix,No especificado,0
70225,34,Female,43016,1.56,Los Angeles,Master,5
70227,47,Female,45560,1.68,Houston,PhD,5
70228,47,Male,22871,1.89,Houston,PhD,0
70229,44,Male,99368,1.79,Houston,Bachelor,4
70230,83,Male,42991,1.86,Phoenix,No especificado,2
70231,81,Male,54388,1.69,Phoenix,PhD,4
70232,21,Male,61460,1.78,Houston,Bachelor,1
70233,42,Female,66322,1.59,Los Angeles,No especificado,3
70234,14,Male,94387,1.96,Phoenix,PhD,5
70235,64,Male,57215,1.68,Phoenix,Master,1
70236,61,Male,85798,1.79,Los Angeles,No especificado,0
70237,37,Female,91805,1.84,Chicago,PhD,2
70238,82,Female,80086,1.57,Houston,Master,5
70239,69,Female,46716,1.98,New York,Master,1
70241,56,Male,27314,1.61,New York,PhD,5
70242,42,Male,97813,1.97,Houston,No especificado,1
70243,20,Female,31518,1.71,Houston,Master,0
70244,84,Male,85750,1.99,Los Angeles,Bachelor,1
70245,52,Male,49654,1.57,Chicago,No especificado,5
70247,20,Male,61504,1.8,Los Angeles,PhD,1
70248,98,Male,34592,1.96,New York,Bachelor,2
70249,96,Female,75219,1.79,New York,No especificado,0
70250,35,Female,40821,1.78,Chicago,Master,5
70251,28,Female,35951,1.93,Los Angeles,PhD,2
70252,57,Male,29208,1.54,New York,PhD,0
70253,40,Female,48625,1.8,Los Angeles,No especificado,2
70254,20,Male,82139,1.9,Chicago,No especificado,5
70255,65,Male,71317,1.8,Chicago,Master,5
70256,96,Female,69670,1.97,Houston,Master,2
70257,18,Female,36592,1.54,Chicago,Bachelor,3
70258,20,Female,74527,1.78,Chicago,PhD,2
70259,4,Male,26841,1.99,New York,Master,1
70260,24,Female,81218,1.98,New York,Bachelor,3
70261,17,Male,37257,1.65,Houston,Master,4
70262,7,Male,97806,1.81,Chicago,Bachelor,0
70263,36,Female,70949,1.58,Los Angeles,Master,4
70264,10,Male,53292,1.78,Chicago,PhD,1
70265,1,Male,77899,1.89,Phoenix,No especificado,5
70266,54,Female,36483,1.81,New York,No especificado,2
70267,38,Male,21429,1.6,New York,PhD,1
70268,74,Female,45331,1.75,New York,Bachelor,4
70269,52,Female,76444,1.52,Houston,No especificado,1
70270,6,Male,60594,1.6,Phoenix,Master,3
70271,59,Female,85006,1.69,Chicago,Bachelor,0
70272,21,Female,31634,1.61,Los Angeles,PhD,3
70273,49,Male,64830,1.78,Los Angeles,PhD,4
70274,44,Male,64350,1.7,New York,No especificado,1
70275,21,Male,43134,1.59,Chicago,Bachelor,1
70276,92,Female,65393,1.73,New York,Bachelor,3
70277,8,Male,42022,1.51,New York,Bachelor,0
70278,88,Female,35656,1.9,Phoenix,PhD,0
70279,14,Female,83557,1.99,Los Angeles,Bachelor,1
70280,93,Female,49091,1.72,Chicago,Master,3
70281,36,Female,69581,1.91,New York,No especificado,1
70282,66,Female,65773,1.95,Los Angeles,Master,5
70283,60,Female,53583,1.74,Phoenix,PhD,0
70284,54,Male,90309,1.92,Phoenix,Bachelor,4
70285,7,Female,84537,1.66,New York,Master,2
70286,80,Male,55975,1.96,New York,Bachelor,1
70287,53,Female,51310,1.64,New York,Master,0
70288,58,Male,38342,1.79,Houston,No especificado,4
70289,30,Male,28273,1.86,Houston,Bachelor,5
70290,57,Male,71371,1.66,Phoenix,Bachelor,3
70291,22,Female,22605,1.54,Chicago,No especificado,0
70292,48,Female,44201,1.82,Los Angeles,Master,2
70293,5,Female,50552,1.9,Phoenix,Bachelor,3
70294,8,Female,74656,1.79,Chicago,No especificado,4
70295,74,Female,57919,1.81,Phoenix,Bachelor,3
70296,31,Female,34578,1.99,Houston,Bachelor,1
70297,21,Female,89077,1.85,Chicago,Bachelor,1
70299,95,Female,69605,1.5,Chicago,Bachelor,0
70302,50,Male,61774,1.82,New York,Bachelor,2
70303,93,Female,73110,1.87,Chicago,PhD,2
70305,25,Female,45833,1.77,Houston,Bachelor,5
70306,23,Male,55582,1.54,New York,Bachelor,4
70307,8,Male,33863,1.74,Los Angeles,PhD,1
70308,48,Female,53832,1.8,Los Angeles,No especificado,5
70309,94,Male,59297,1.74,Houston,No especificado,0
70310,1,Female,91366,1.52,Houston,No especificado,0
70311,55,Male,70679,1.75,Phoenix,PhD,5
70312,94,Female,49593,1.75,Chicago,Master,4
70313,45,Male,45713,1.64,Phoenix,Master,2
70314,6,Male,98959,1.74,Phoenix,Bachelor,1
70315,51,Female,58838,1.92,Chicago,No especificado,3
70317,50,Female,20446,1.81,Phoenix,PhD,4
70318,81,Male,24862,1.84,Los Angeles,Master,0
70319,15,Female,98216,1.54,Chicago,PhD,1
70320,87,Female,88175,2.0,Los Angeles,Bachelor,1
70321,93,Male,38862,1.67,Houston,No especificado,5
70322,99,Male,41317,1.99,Chicago,PhD,1
70323,43,Female,23369,1.76,Phoenix,PhD,4
70324,70,Female,98524,1.8,Phoenix,PhD,5
70325,67,Male,59134,1.58,Los Angeles,No especificado,2
70326,33,Female,49625,1.52,Chicago,Bachelor,2
70327,35,Female,36005,1.79,Houston,No especificado,5
70328,86,Male,31459,1.62,New York,Master,5
70329,45,Male,69406,1.62,Phoenix,No especificado,5
70330,17,Female,24673,1.59,Los Angeles,PhD,0
70331,28,Male,70511,1.61,New York,Bachelor,1
70332,51,Female,50006,1.72,Chicago,No especificado,4
70333,33,Female,89777,1.71,Phoenix,No especificado,5
70335,34,Male,63024,1.73,Phoenix,Bachelor,1
70337,14,Female,29104,1.57,Chicago,Bachelor,2
70338,96,Male,57938,1.89,New York,Master,2
70339,4,Female,62664,1.83,Chicago,Bachelor,3
70340,5,Male,88948,1.94,New York,Master,0
70341,87,Female,54186,1.64,Chicago,No especificado,4
70343,5,Male,33974,1.6,Phoenix,Bachelor,1
70344,69,Male,85665,1.55,Phoenix,Master,1
70345,73,Female,24799,1.98,Los Angeles,PhD,1
70347,63,Male,67236,1.68,New York,PhD,0
70348,52,Female,70548,1.72,Los Angeles,PhD,3
70349,96,Male,21234,1.65,Chicago,No especificado,1
70350,5,Male,99784,1.55,Los Angeles,Master,2
70351,39,Female,72273,1.82,Los Angeles,No especificado,0
70352,8,Male,20419,1.52,Los Angeles,Bachelor,0
70353,53,Female,70074,1.76,Los Angeles,Master,4
70354,19,Male,74222,1.91,New York,PhD,2
70355,32,Male,65886,2.0,Phoenix,No especificado,3
70356,24,Male,27348,1.9,Phoenix,No especificado,0
70357,13,Female,83536,1.75,Los Angeles,No especificado,4
70358,47,Female,76631,1.93,Los Angeles,Bachelor,5
70359,16,Male,99955,1.59,Chicago,No especificado,5
70360,90,Male,47304,1.8,Phoenix,PhD,5
70361,60,Male,40290,1.54,Houston,Master,5
70362,41,Male,74384,1.51,Chicago,No especificado,5
70363,16,Male,92072,1.55,Houston,Master,0
70364,78,Female,59781,1.85,New York,No especificado,0
70365,49,Female,78656,1.92,New York,PhD,0
70367,76,Male,71822,1.71,New York,Master,5
70368,23,Male,58488,1.87,Houston,PhD,4
70369,74,Female,21168,1.79,New York,Master,4
70370,53,Female,50606,1.51,Phoenix,PhD,1
70372,44,Female,88508,1.57,New York,Master,5
70373,67,Male,79309,1.73,Houston,Master,0
70374,56,Male,55251,1.93,Phoenix,No especificado,1
70375,46,Female,22216,1.86,Phoenix,Master,2
70376,30,Female,38465,1.58,Phoenix,PhD,4
70377,11,Female,81628,1.76,Phoenix,No especificado,5
70378,35,Female,48377,1.89,Chicago,PhD,4
70379,87,Female,95053,1.58,Chicago,No especificado,0
70380,28,Female,20880,1.79,Los Angeles,PhD,5
70381,35,Male,47686,1.6,Houston,PhD,0
70383,23,Male,75355,1.83,Phoenix,PhD,1
70384,5,Male,60358,1.77,Chicago,Bachelor,2
70385,64,Female,72271,1.61,New York,Bachelor,2
70386,6,Male,57817,1.55,New York,PhD,3
70387,37,Female,77000,1.65,Chicago,PhD,1
70388,28,Male,79486,1.51,Los Angeles,PhD,0
70389,11,Female,70089,1.62,Phoenix,Master,3
70390,88,Female,78275,1.72,Chicago,PhD,0
70391,6,Female,27505,1.64,Chicago,PhD,3
70392,59,Male,21021,1.87,Phoenix,Master,3
70393,59,Male,55629,1.91,Chicago,Master,1
70394,22,Female,25732,1.77,Los Angeles,Master,4
70395,22,Female,39830,1.94,Phoenix,PhD,0
70396,19,Female,26373,1.97,Chicago,No especificado,2
70397,72,Female,72013,1.57,Los Angeles,Master,1
70398,60,Female,42496,1.87,Los Angeles,Bachelor,4
70399,33,Male,22627,1.83,Houston,Bachelor,1
70403,65,Female,54711,1.79,New York,No especificado,2
70404,73,Male,30218,1.59,Houston,No especificado,2
70405,25,Male,93072,1.57,Chicago,No especificado,4
70406,94,Male,75495,1.52,Los Angeles,No especificado,5
70407,52,Male,45993,1.62,New York,No especificado,3
70408,63,Female,64206,1.95,Los Angeles,Master,4
70409,38,Male,82471,1.7,Phoenix,PhD,4
70410,22,Male,86824,1.5,New York,No especificado,2
70411,70,Female,89001,1.67,Phoenix,No especificado,5
70414,5,Female,63506,1.76,Houston,PhD,5
70416,63,Female,37021,1.7,Chicago,PhD,1
70417,100,Female,22518,1.69,Los Angeles,PhD,5
70418,51,Female,78033,1.72,Houston,Master,4
70419,89,Male,94097,1.53,Chicago,Master,2
70420,83,Female,85010,1.95,New York,Master,4
70421,61,Female,86195,1.63,Chicago,Master,5
70423,68,Female,90392,1.94,Phoenix,Master,2
70424,58,Male,63992,1.85,Houston,No especificado,3
70425,28,Female,44626,1.63,Phoenix,Master,1
70426,65,Male,55283,1.62,Phoenix,No especificado,0
70427,98,Male,49068,1.78,Houston,Master,1
70428,67,Female,56556,1.59,Chicago,Master,4
70429,8,Male,57795,1.62,Chicago,Bachelor,5
70430,16,Male,43965,1.59,Phoenix,Master,1
70431,14,Male,68807,1.58,Los Angeles,PhD,0
70432,9,Female,90298,1.93,Chicago,PhD,2
70433,27,Female,44942,1.9,Houston,Master,3
70434,5,Female,87916,1.88,Phoenix,Bachelor,0
70435,84,Male,58224,1.51,New York,Master,3
70436,45,Female,78495,1.76,Phoenix,No especificado,0
70437,23,Female,66967,1.74,New York,Master,5
70438,88,Female,37213,1.54,New York,No especificado,3
70440,20,Female,44652,1.55,Houston,Bachelor,1
70441,27,Female,52123,1.97,Chicago,Bachelor,2
70442,68,Female,20586,1.8,New York,PhD,1
70443,29,Female,46854,1.66,Chicago,Bachelor,1
70444,47,Male,88390,1.57,Chicago,Bachelor,3
70445,22,Male,75730,1.68,Houston,No especificado,5
70446,19,Female,83067,1.76,Phoenix,PhD,4
70447,27,Female,88059,1.55,Chicago,Bachelor,0
70448,60,Male,52033,1.98,New York,PhD,2
70449,64,Female,84644,1.71,Los Angeles,PhD,4
70450,43,Female,35890,1.77,Chicago,PhD,5
70451,6,Female,99391,1.83,Houston,No especificado,1
70452,35,Male,34605,1.63,Phoenix,PhD,5
70454,68,Female,61218,1.82,Los Angeles,No especificado,5
70455,4,Female,92590,1.71,Phoenix,PhD,3
70456,51,Female,38752,1.59,Los Angeles,Bachelor,4
70457,84,Female,35747,1.95,Chicago,Bachelor,0
70458,31,Female,57177,1.83,Houston,Master,4
70459,81,Male,86389,1.67,Houston,PhD,5
70460,24,Male,56882,1.8,Los Angeles,Bachelor,1
70461,34,Female,96918,1.52,Los Angeles,Bachelor,5
70462,36,Female,61000,1.63,Phoenix,Bachelor,4
70463,71,Male,67254,1.77,New York,PhD,0
70464,88,Male,95287,1.52,Phoenix,PhD,0
70465,79,Female,62041,1.86,New York,PhD,1
70467,71,Female,69175,1.51,New York,Master,5
70468,33,Male,74494,1.95,Chicago,Bachelor,1
70469,53,Male,75783,1.67,Phoenix,PhD,2
70470,5,Female,67074,1.88,Chicago,No especificado,0
70471,36,Female,61873,1.55,Houston,Bachelor,0
70472,15,Male,86590,1.9,Phoenix,No especificado,2
70473,92,Male,56553,1.99,Los Angeles,Master,0
70474,22,Male,95392,1.98,Phoenix,PhD,2
70475,54,Male,41018,1.76,New York,Bachelor,3
70476,14,Male,88493,1.83,Houston,No especificado,5
70477,51,Male,76995,1.77,Houston,Bachelor,0
70478,93,Female,75110,1.6,Los Angeles,PhD,0
70479,96,Male,54578,1.74,Los Angeles,No especificado,5
70480,47,Male,21423,1.68,Chicago,PhD,1
70481,42,Male,23935,1.89,New York,Master,4
70482,81,Female,23936,1.53,Houston,No especificado,2
70483,40,Male,96987,1.59,Los Angeles,No especificado,2
70484,17,Male,20019,1.62,Houston,No especificado,3
70485,60,Male,42977,1.83,Los Angeles,Bachelor,3
70486,75,Male,53896,1.78,Los Angeles,No especificado,0
70487,32,Female,83509,1.91,Phoenix,Master,1
70488,26,Female,59439,1.81,New York,No especificado,5
70489,85,Female,68089,1.61,Chicago,No especificado,3
70490,76,Male,99980,1.7,New York,Master,4
70491,74,Male,44694,1.97,Houston,No especificado,0
70492,61,Female,31947,1.77,Phoenix,Bachelor,1
70493,8,Female,90940,1.79,Houston,Bachelor,0
70494,17,Female,84246,1.56,Phoenix,Master,5
70495,16,Female,52061,1.63,Houston,PhD,0
70496,39,Male,43564,1.68,Los Angeles,Master,2
70497,86,Female,41633,1.5,Phoenix,Bachelor,3
70498,49,Male,52891,1.97,Chicago,PhD,0
70499,10,Female,93633,1.53,Los Angeles,Bachelor,3
70500,95,Female,58010,1.63,Los Angeles,No especificado,4
70501,50,Male,76845,1.58,Phoenix,Bachelor,2
70502,79,Female,27165,1.75,Phoenix,PhD,0
70503,96,Female,72224,1.89,Houston,No especificado,5
70504,98,Male,44075,1.69,New York,Bachelor,0
70505,5,Female,46747,1.96,Los Angeles,Master,1
70506,40,Female,86693,1.69,New York,Master,3
70507,61,Female,52466,1.76,Chicago,PhD,4
70508,86,Female,26392,1.91,Phoenix,Bachelor,4
70509,49,Female,38012,1.76,New York,Bachelor,0
70512,20,Female,58678,1.78,Houston,Bachelor,2
70513,79,Male,91516,1.75,New York,Master,0
70514,55,Male,44198,1.66,Chicago,No especificado,4
70515,85,Male,87571,1.87,New York,Master,2
70516,98,Female,56826,1.6,Houston,Bachelor,4
70517,84,Male,58578,1.96,Houston,No especificado,5
70518,84,Male,61304,1.82,Chicago,No especificado,0
70519,47,Male,98009,1.86,Los Angeles,Bachelor,3
70520,34,Male,27582,1.61,Phoenix,No especificado,4
70523,76,Male,91464,1.82,Los Angeles,No especificado,5
70524,96,Female,33217,1.68,Houston,Master,1
70525,6,Male,88050,1.71,Los Angeles,Master,2
70527,34,Female,99921,1.89,Phoenix,Master,2
70529,63,Male,38126,1.92,Los Angeles,Master,3
70530,60,Female,22866,1.81,New York,No especificado,2
70531,5,Female,32463,1.83,New York,Master,2
70532,22,Female,65105,1.54,Los Angeles,Master,0
70533,80,Male,63020,1.79,Phoenix,Bachelor,1
70534,85,Female,48047,1.8,Phoenix,No especificado,1
70535,54,Female,89919,1.5,Houston,Bachelor,1
70536,59,Female,39304,1.53,Chicago,No especificado,5
70537,5,Male,27651,1.85,Los Angeles,Master,4
70538,43,Male,94317,1.67,Chicago,PhD,2
70539,2,Female,71766,1.77,Houston,Bachelor,1
70540,27,Male,72616,1.56,Los Angeles,Bachelor,0
70541,42,Female,43112,1.54,Phoenix,Bachelor,1
70542,53,Male,27568,1.81,Los Angeles,PhD,3
70543,100,Female,20462,1.77,New York,Bachelor,0
70544,22,Male,22724,1.62,New York,PhD,5
70545,31,Female,74333,1.57,Los Angeles,Bachelor,2
70546,58,Female,52533,1.59,Los Angeles,PhD,4
70547,24,Female,43578,1.8,New York,Master,5
70548,97,Male,95669,1.89,Chicago,Bachelor,5
70549,36,Male,23195,1.9,Los Angeles,No especificado,5
70550,51,Female,32933,1.61,Phoenix,No especificado,4
70551,86,Female,33196,1.95,New York,Bachelor,0
70552,35,Male,31658,1.62,New York,PhD,5
70554,42,Male,30985,1.76,Chicago,Bachelor,0
70555,51,Female,91995,1.6,New York,No especificado,4
70556,2,Female,40318,1.9,Los Angeles,Bachelor,5
70557,38,Male,71811,1.85,Phoenix,Bachelor,3
70558,69,Male,87717,1.88,Phoenix,No especificado,3
70559,98,Female,29658,1.62,Los Angeles,Master,0
70560,46,Female,66005,1.73,Phoenix,No especificado,4
70561,12,Male,26121,1.74,New York,No especificado,5
70562,11,Male,25728,1.51,Houston,No especificado,5
70563,75,Male,61491,1.71,Los Angeles,PhD,4
70564,76,Male,82726,1.81,Los Angeles,No especificado,5
70565,5,Male,32841,1.63,Phoenix,PhD,1
70566,52,Female,89405,1.8,New York,Master,2
70567,41,Female,75777,1.64,Houston,Master,0
70568,97,Male,26987,1.54,Houston,Master,0
70570,94,Female,90796,1.64,Los Angeles,Master,0
70571,31,Male,23150,1.51,Los Angeles,PhD,3
70572,23,Male,75067,1.76,Houston,No especificado,1
70573,24,Male,85903,1.55,New York,No especificado,1
70574,87,Female,75568,1.81,Houston,Bachelor,4
70575,52,Male,20965,1.5,New York,PhD,3
70576,63,Female,79231,1.54,Phoenix,PhD,2
70577,78,Male,89424,1.99,Chicago,Master,1
70578,10,Female,29140,1.54,Phoenix,Master,0
70579,98,Male,96884,1.6,Chicago,No especificado,3
70580,15,Female,39359,1.82,Los Angeles,Master,5
70582,63,Male,73575,1.9,Chicago,PhD,5
70583,66,Female,23948,1.89,Phoenix,No especificado,2
70585,15,Female,46934,1.53,Houston,Bachelor,3
70586,24,Female,95577,1.8,Chicago,No especificado,5
70587,45,Female,71613,1.82,Chicago,PhD,5
70588,78,Male,86720,1.58,New York,PhD,5
70589,92,Male,36972,1.53,Chicago,No especificado,1
70590,22,Male,94817,1.54,New York,Master,4
70591,88,Female,70914,1.53,Chicago,PhD,5
70592,59,Female,90623,1.99,Los Angeles,PhD,4
70593,23,Female,48994,1.69,New York,No especificado,3
70594,75,Male,25581,1.7,Phoenix,Bachelor,5
70595,10,Male,44823,1.81,Los Angeles,Master,3
70596,52,Female,27857,1.78,Chicago,Bachelor,5
70597,77,Male,69217,1.58,Houston,Bachelor,4
70598,38,Male,67078,1.95,New York,Master,5
70599,18,Female,28053,1.93,Phoenix,Bachelor,0
70600,98,Male,97158,1.56,Los Angeles,Bachelor,4
70601,19,Female,53682,1.98,Houston,PhD,1
70602,17,Male,42908,1.93,Houston,Master,0
70603,78,Female,78160,1.66,Los Angeles,PhD,0
70604,19,Male,49908,1.57,Phoenix,Master,5
70605,45,Female,47892,1.56,New York,PhD,2
70606,32,Female,76261,1.97,New York,No especificado,1
70608,33,Female,79595,1.87,Phoenix,PhD,1
70609,10,Female,23474,1.67,New York,Bachelor,3
70611,57,Male,31227,2.0,Los Angeles,PhD,4
70612,43,Male,74946,1.72,New York,No especificado,0
70613,62,Female,21418,1.56,Phoenix,Bachelor,2
70614,50,Female,25077,1.81,New York,No especificado,3
70615,12,Female,22184,1.68,Chicago,PhD,0
70616,63,Male,35235,1.97,Chicago,PhD,5
70617,52,Female,95663,1.69,Chicago,Master,5
70618,48,Female,49577,1.75,New York,Bachelor,5
70619,87,Female,51973,1.72,Phoenix,Bachelor,4
70620,63,Male,80012,1.94,Los Angeles,PhD,2
70621,21,Female,53537,1.92,Phoenix,Master,4
70622,21,Female,21057,1.57,Phoenix,No especificado,5
70623,86,Male,78940,1.99,Chicago,Master,4
70624,34,Female,83197,1.81,Phoenix,Bachelor,4
70625,47,Male,99346,1.75,Chicago,Bachelor,2
70626,67,Female,92115,1.76,Los Angeles,Bachelor,1
70628,31,Female,65640,1.85,Los Angeles,Master,3
70629,56,Female,45286,1.52,Phoenix,Master,5
70630,56,Male,41227,1.61,New York,Bachelor,2
70631,2,Female,81741,1.64,Phoenix,Master,0
70632,64,Female,23139,1.72,New York,PhD,2
70633,75,Female,39569,1.71,New York,Master,4
70634,72,Female,39469,1.73,Chicago,No especificado,4
70636,31,Female,48697,1.76,Houston,Master,0
70637,85,Female,41320,1.75,Houston,Bachelor,5
70638,37,Female,71399,1.96,Chicago,No especificado,0
70639,7,Female,42040,1.74,Chicago,No especificado,0
70640,66,Male,60091,1.71,Chicago,Bachelor,1
70642,94,Male,90322,1.81,Houston,Bachelor,3
70644,61,Female,50639,1.7,New York,PhD,3
70646,28,Female,43287,1.87,Los Angeles,PhD,4
70647,51,Female,95630,1.75,Phoenix,PhD,2
70648,82,Female,33775,1.86,Los Angeles,Master,3
70649,15,Female,92558,1.58,Los Angeles,Master,1
70650,46,Female,63669,1.9,Houston,Bachelor,1
70651,82,Female,64034,1.91,Los Angeles,PhD,3
70652,74,Female,48378,1.94,Houston,No especificado,3
70653,24,Male,47862,1.63,Chicago,Bachelor,0
70654,50,Male,82143,1.93,Chicago,PhD,0
70655,54,Female,51707,1.79,Los Angeles,No especificado,1
70656,67,Female,28895,1.8,New York,Bachelor,5
70657,52,Female,36701,1.79,Houston,No especificado,1
70658,49,Female,27740,1.58,Chicago,Bachelor,2
70660,67,Female,55771,1.99,Houston,Bachelor,1
70661,4,Male,45070,1.85,Los Angeles,Bachelor,0
70662,70,Female,65824,1.82,New York,Bachelor,1
70663,3,Male,72717,1.54,Houston,PhD,5
70664,62,Male,38644,1.75,Phoenix,Bachelor,2
70665,76,Female,65544,1.82,New York,Master,0
70666,48,Female,54555,1.7,Chicago,Master,1
70667,54,Female,80260,1.64,Chicago,No especificado,0
70668,43,Female,84367,1.91,New York,No especificado,5
70669,31,Female,63737,1.71,New York,PhD,1
70670,7,Female,30148,1.73,Phoenix,Master,0
70671,4,Female,59715,1.99,Phoenix,Master,5
70672,7,Male,68018,1.89,Phoenix,PhD,2
70673,24,Male,76296,1.58,Chicago,Bachelor,2
70674,19,Female,58866,1.71,Houston,No especificado,1
70675,63,Female,85085,1.51,Los Angeles,Bachelor,3
70676,47,Male,77077,1.88,Chicago,Master,3
70677,2,Male,47128,1.5,Chicago,No especificado,5
70678,79,Female,38727,1.93,Los Angeles,Bachelor,0
70679,26,Female,46817,1.68,Chicago,Master,1
70680,89,Female,59769,1.76,Houston,No especificado,3
70681,53,Female,61534,1.93,New York,PhD,3
70682,85,Female,34845,1.98,New York,PhD,3
70683,3,Male,75570,1.55,Houston,No especificado,5
70684,36,Female,34035,1.98,Los Angeles,PhD,3
70685,61,Female,72965,1.94,Houston,No especificado,0
70686,1,Female,75438,1.92,Phoenix,PhD,1
70687,80,Female,61248,1.75,Houston,No especificado,1
70688,20,Male,76615,1.79,Phoenix,No especificado,1
70689,72,Male,35973,1.98,Los Angeles,PhD,2
70691,31,Male,20958,1.67,Los Angeles,Master,3
70692,29,Female,36144,1.59,Phoenix,Master,4
70695,34,Female,75848,1.75,Houston,Bachelor,1
70696,19,Male,70215,1.75,Phoenix,Master,3
70697,88,Female,58748,1.59,Phoenix,Bachelor,1
70698,15,Female,54772,1.97,Phoenix,PhD,5
70699,28,Female,70494,1.62,Houston,PhD,1
70700,61,Male,51694,1.95,Phoenix,No especificado,3
70701,37,Male,79052,1.75,New York,PhD,4
70702,58,Female,22394,1.6,New York,PhD,3
70703,23,Male,49850,1.94,Houston,PhD,4
70704,64,Female,20838,1.94,Chicago,PhD,2
70705,73,Female,50041,1.94,Phoenix,Bachelor,4
70706,30,Male,58992,1.62,New York,Bachelor,1
70707,75,Female,89759,1.82,New York,PhD,4
70708,23,Female,44650,2.0,Los Angeles,PhD,2
70709,81,Female,81747,1.83,Houston,No especificado,3
70711,88,Male,87623,1.93,Los Angeles,No especificado,2
70712,53,Male,65329,1.54,Los Angeles,Master,0
